-1.5,-27.5,0.5,71.91072,0.001528985,3.0222448E7
-1.5,-25.5,0.5,76.95195,0.0016361729,3.2341162E7
-1.5,-23.5,0.5,80.91252,0.0017203836,3.4005704E7
-1.5,-21.5,0.5,83.325935,0.0017716982,3.5020004E7
-1.5,-19.5,0.5,83.903366,0.0017839759,3.5262688E7
-1.5,-17.5,0.5,82.581345,0.0017558666,3.4707068E7
-1.5,-15.5,0.5,79.54616,0.0016913316,3.343145E7
-1.5,-13.5,0.5,75.131294,0.0015974616,3.1575982E7
-1.5,-11.5,0.5,69.82375,0.0014846113,2.9345344E7
-1.5,-9.5,0.5,64.12005,0.0013633375,2.6948204E7
-1.5,-7.5,0.5,58.487362,0.0012435738,2.4580914E7
-1.5,-5.5,0.5,53.187275,0.0011308821,2.2353408E7
-1.5,-3.5,0.5,47.290188,0.0010054966,1.9874996E7
-1.5,-1.5,0.5,36.960854,7.858715E-4,1.5533809E7
-1.5,0.5,0.5,20.43032,4.3439495E-4,8586402.0
-1.5,2.5,0.5,6.415237,1.3640248E-4,2696178.8
-1.5,4.5,0.5,0.9904468,2.1059144E-5,416262.38
-1.5,6.5,0.5,0.05906439,1.2558428E-6,24823.426
-1.5,8.5,0.5,0,0,0
-1.5,10.5,0.5,0,0,0
-1.5,12.5,0.5,0,0,0
-1.5,14.5,0.5,0,0,0
-1.5,16.5,0.5,0,0,0
-1.5,18.5,0.5,0,0,0
-1.5,20.5,0.5,0,0,0
-1.5,22.5,0.5,0,0,0
-1.5,24.5,0.5,0,0,0
-1.5,26.5,0.5,0,0,0
0.5,-27.5,0.5,80.62563,0.0017142838,3.3885132E7
0.5,-25.5,0.5,79.16961,0.0016833254,3.3273194E7
0.5,-23.5,0.5,77.70863,0.0016522617,3.2659178E7
0.5,-21.5,0.5,76.34231,0.0016232106,3.2084946E7
0.5,-19.5,0.5,75.147316,0.0015978023,3.1582716E7
0.5,-17.5,0.5,74.18653,0.0015773738,3.117892E7
0.5,-15.5,0.5,73.52288,0.0015632632,3.0900004E7
0.5,-13.5,0.5,73.17751,0.0015559199,3.0754852E7
0.5,-11.5,0.5,73.17368,0.0015558385,3.0753244E7
0.5,-9.5,0.5,73.511604,0.0015630234,3.0895264E7
0.5,-7.5,0.5,74.1703,0.0015770289,3.11721E7
0.5,-5.5,0.5,74.89206,0.001592375,3.1475438E7
0.5,-3.5,0.5,73.3709,0.0015600318,3.0836132E7
0.5,-1.5,0.5,61.683346,0.0013115278,2.5924114E7
0.5,0.5,0.5,35.634064,7.5766095E-4,1.497619E7
0.5,2.5,0.5,11.463903,2.4374858E-4,4818019.0
0.5,4.5,0.5,1.7943769,3.815252E-5,754136.0
0.5,6.5,0.5,0.10863609,2.3098496E-6,45657.29
0.5,8.5,0.5,0,0,0
0.5,10.5,0.5,0,0,0
0.5,12.5,0.5,0,0,0
0.5,14.5,0.5,0,0,0
0.5,16.5,0.5,0,0,0
0.5,18.5,0.5,0,0,0
0.5,20.5,0.5,0,0,0
0.5,22.5,0.5,0,0,0
0.5,24.5,0.5,0,0,0
0.5,26.5,0.5,0,0,0
