Wedge Number, Average DWD, Last DWD,Elastic Yield (wedge), Diffraction Efficiency, AD-WC, AD-ExpRegion, Max Dose, Dose Threshold, Abs En Threshold, TAD, Dose Contrast, Used Volume, Wedge Absorbed Energy, Dose Inefficiency, Dose Inefficiency PE
1, 28.622724, 0.000000, 874896079.090481, 30566485.351345, 37.173413, 57.825310, 83.903368, 36.960852, 95.000000, 73.245393, 1.145511, 64.285714, 0.000022, 3853.352438, 3937.044132
